evaluation,fold,official_delay_weeks,country,region,horizon,model,n,mean_abs_target_z_difference,max_abs_target_z_difference,mean_abs_mu_difference,mean_abs_sd_difference,mean_abs_quantile_z_difference
rolling_window_cv,1,0,CHN,southern_provinces,2,gb_full_raw,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.1692290564187822
rolling_window_cv,1,0,CHN,southern_provinces,2,persistence,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.19385232759788085
rolling_window_cv,1,0,CHN,southern_provinces,2,ridge_global_open,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.18556396794306476
rolling_window_cv,1,0,CHN,southern_provinces,2,ridge_google_wiki,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.18556396794306476
rolling_window_cv,1,0,CHN,southern_provinces,2,ridge_no_digital,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.17766043360627773
rolling_window_cv,1,0,CHN,southern_provinces,2,ridge_raw_cn_search,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.19864954391285827
rolling_window_cv,1,0,CHN,southern_provinces,2,ridge_social_raw,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.191242086632168
rolling_window_cv,1,0,CHN,southern_provinces,2,seasonal_naive,100,0.16295156500998534,0.910863428145424,0.021337760910816517,0.046625291560379256,0.22875999358493831
rolling_window_cv,1,0,CHN,southern_provinces,3,bioepi_sgq_lstm_full_raw,100,2.7478019859472625e-16,3.552713678800501e-15,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,southern_provinces,3,bioepi_sgq_lstm_no_digital,100,2.7478019859472625e-16,3.552713678800501e-15,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,southern_provinces,3,gb_full_raw,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.20954376999103977
rolling_window_cv,1,0,CHN,southern_provinces,3,persistence,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.2105167743439062
rolling_window_cv,1,0,CHN,southern_provinces,3,ridge_global_open,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.23508538743375942
rolling_window_cv,1,0,CHN,southern_provinces,3,ridge_google_wiki,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.23508538743375942
rolling_window_cv,1,0,CHN,southern_provinces,3,ridge_no_digital,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.18725771800024357
rolling_window_cv,1,0,CHN,southern_provinces,3,ridge_raw_cn_search,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.22047146130690154
rolling_window_cv,1,0,CHN,southern_provinces,3,ridge_social_raw,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.22425606127697884
rolling_window_cv,1,0,CHN,southern_provinces,3,seasonal_naive,100,0.16355791758469476,0.9381516962319711,0.022669977081742232,0.04809080093564916,0.22952908569940764
rolling_window_cv,1,0,CHN,southern_provinces,4,bioepi_sgq_lstm_full_raw,100,2.6700863742235013e-16,3.552713678800501e-15,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,southern_provinces,4,bioepi_sgq_lstm_no_digital,100,2.6700863742235013e-16,3.552713678800501e-15,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,southern_provinces,4,gb_full_raw,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.24616208739480683
rolling_window_cv,1,0,CHN,southern_provinces,4,persistence,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.23055903436817166
rolling_window_cv,1,0,CHN,southern_provinces,4,ridge_global_open,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.2965241695141897
rolling_window_cv,1,0,CHN,southern_provinces,4,ridge_google_wiki,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.2965241695141897
rolling_window_cv,1,0,CHN,southern_provinces,4,ridge_no_digital,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.20875008377761245
rolling_window_cv,1,0,CHN,southern_provinces,4,ridge_raw_cn_search,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.21665500886092484
rolling_window_cv,1,0,CHN,southern_provinces,4,ridge_social_raw,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.21182221545294966
rolling_window_cv,1,0,CHN,southern_provinces,4,seasonal_naive,100,0.16457512535135577,0.9674658010608912,0.022712418300653514,0.049830007789099906,0.23707435459053133
rolling_window_cv,1,0,JPN,national,1,bioepi_sgq_lstm_full_raw,101,1.0167884136418513e-17,2.220446049250313e-16,0.0,0.0,0.0
