period,official_delay_weeks,model,horizon,WIS,MAE,RMSE,Pearson,Spearman,coverage_50,coverage_80,coverage_95,width_50,width_80,width_95,n_total,n_countries,n_test_seasons,persistence_WIS,relative_WIS_vs_persistence,WIS_reduction_vs_persistence_pct
npi_2020_2021,0,ridge_google_wiki,1,0.40185651739375466,0.6176732208732302,0.7593314372148465,0.5971358111548406,0.58904750690848,0.3687179487179487,0.6384615384615384,0.8268376068376069,0.6167151633106297,1.2444217892989213,2.4484909366618144,303.0,3,3,0.1759319148088386,2.2841592887248328,-128.41592887248328
npi_2020_2021,0,ridge_google_wiki,2,0.6603061462689731,0.9796420678424741,1.2050196739137056,0.544552953087043,0.5312869711426864,0.3394871794871795,0.5907692307692307,0.8044444444444445,0.8414546791454872,1.6422922248713738,3.4640900630970672,303.0,3,3,0.30355673810762374,2.17523139293606,-117.52313929360598
npi_2020_2021,0,ridge_google_wiki,3,0.7946494825665406,1.1596121402462138,1.4557241073312548,0.4936805552324583,0.47604384509157466,0.3593162393162393,0.5892307692307692,0.8266666666666667,0.9604368762086811,2.1057463658211306,4.191258808235867,303.0,3,3,0.36596652605213875,2.1713720408771153,-117.13720408771154
npi_2020_2021,0,ridge_google_wiki,4,1.007579174203031,1.4516908254456822,1.8582215996241116,0.45296667871296176,0.3920371550361918,0.35914529914529914,0.6005128205128205,0.7767521367521367,1.2165688403561548,2.6311741690316293,4.916763740399372,303.0,3,3,0.42234029391929684,2.3857045816129605,-138.57045816129605
npi_2020_2021,0,ridge_no_digital,1,0.2818302523188468,0.4367392224118701,0.5975989326447492,0.7715440636783302,0.6814315251217075,0.3887179487179487,0.6663247863247863,0.8333333333333334,0.39081674825750645,0.9193034609286114,1.6692385540128318,303.0,3,3,0.1759319148088386,1.60192795391941,-60.192795391941004
npi_2020_2021,0,ridge_no_digital,2,0.4168593030352873,0.6235154968484883,0.8515580206886108,0.7106329709659991,0.6191627006673146,0.3543589743589744,0.6458119658119659,0.8155555555555556,0.5165576951932844,1.246487287983056,2.1452399628199994,303.0,3,3,0.30355673810762374,1.3732500409445465,-37.32500409445465
npi_2020_2021,0,ridge_no_digital,3,0.4967553061948265,0.7479261480654019,1.0028684246245674,0.6439269903090155,0.5347818450768417,0.30752136752136755,0.6471794871794871,0.8177777777777778,0.5509959358366141,1.495789637384307,2.556313333926521,303.0,3,3,0.36596652605213875,1.3573790793206437,-35.737907932064374
npi_2020_2021,0,ridge_no_digital,4,0.5406773852586845,0.8137541976089762,1.0875369414887186,0.6124251889253168,0.5186867454430679,0.3047863247863248,0.6403418803418803,0.82,0.6084517503216774,1.5712332467579893,2.8416776086712736,303.0,3,3,0.42234029391929684,1.2801937040892437,-28.01937040892437
npi_2020_2021,0,ridge_raw_cn_search,1,0.37831254645043133,0.5654414684882688,0.726515329214167,0.7186911877996434,0.6297498667265349,0.42495726495726494,0.6615384615384615,0.84,1.104400973105491,1.6849041278427173,2.36022192155498,303.0,3,3,0.1759319148088386,2.1503349569149655,-115.03349569149654
npi_2020_2021,0,ridge_raw_cn_search,2,0.4610329811206754,0.6520220142990009,0.8760209427453791,0.7154787370692168,0.6408474974977953,0.4365811965811966,0.6502564102564103,0.8133333333333334,0.9381944159726482,1.7335115394283882,2.4825107576550325,303.0,3,3,0.30355673810762374,1.5187703754980384,-51.87703754980384
npi_2020_2021,0,ridge_raw_cn_search,3,0.5438384581513924,0.8386400876397563,1.0966642442695218,0.633368017483114,0.5329575421409781,0.37897435897435894,0.6605128205128206,0.8266666666666667,1.0124906560607674,1.8460169116745737,2.904717372666661,303.0,3,3,0.36596652605213875,1.4860333375788377,-48.603333757883775
npi_2020_2021,0,ridge_raw_cn_search,4,0.5567832659652039,0.8750361787864667,1.1514406496985534,0.606186105497687,0.513992695079876,0.3158974358974359,0.6471794871794871,0.8112820512820513,0.8039074004653349,1.6900140059087165,2.806189539694398,303.0,3,3,0.42234029391929684,1.3183285468650954,-31.83285468650954
npi_2020_2021,0,ridge_social_raw,1,0.37161813077179384,0.5314685865879939,0.6831734769721804,0.7488718488021959,0.655866552376616,0.44803418803418804,0.6492307692307693,0.8577777777777778,1.3182609954543623,1.869731670413878,2.649367782425922,303.0,3,3,0.1759319148088386,2.1122837841876554,-111.22837841876554
npi_2020_2021,0,ridge_social_raw,2,0.49758753459788707,0.6912116566691502,0.8873284009122036,0.7502642468399777,0.6626402202785273,0.4454700854700855,0.584957264957265,0.7555555555555555,1.2630362936647388,1.923007912050466,2.7264115424342408,303.0,3,3,0.30355673810762374,1.6391912026063187,-63.91912026063187
npi_2020_2021,0,ridge_social_raw,3,0.5871694612100122,0.8774463837492871,1.110791170898701,0.6532839975229389,0.5486042248896795,0.4278632478632478,0.5827350427350427,0.7577777777777778,1.1831450427839014,2.122245571346341,3.1148422228752306,303.0,3,3,0.36596652605213875,1.6044348851904533,-60.44348851904533
npi_2020_2021,0,ridge_social_raw,4,0.6068997701092538,0.9084556536191012,1.1511608351169078,0.626099762528511,0.5288136137728178,0.41264957264957264,0.5892307692307692,0.7844444444444445,1.2972694361437762,2.2359507631011457,3.4327557768015096,303.0,3,3,0.42234029391929684,1.4369923468046446,-43.69923468046446
npi_2020_2021,0,seasonal_naive,1,0.5681682579727264,0.8993543742455802,1.2235872434621975,0.5524881782115414,0.47066006870802785,0.411965811965812,0.7644444444444445,0.9044444444444445,0.9377746334231696,2.280875923427027,4.550559150658783,303.0,3,3,0.1759319148088386,3.2294780545649036,-222.94780545649036
npi_2020_2021,0,seasonal_naive,2,0.5724517479541696,0.9048349538440301,1.2357678633997458,0.5462763807992336,0.46753569147166346,0.4164102564102564,0.7733333333333333,0.9044444444444445,0.9569709775970564,2.305038894240477,4.538898391775472,303.0,3,3,0.30355673810762374,1.8858146635875737,-88.58146635875737
npi_2020_2021,0,seasonal_naive,3,0.5847129297968183,0.9176075760622555,1.2664414496951157,0.5524028331029851,0.4679819630566324,0.4186324786324786,0.7666666666666667,0.8999999999999999,0.9564591080740684,2.2758455132813142,4.549159137623951,303.0,3,3,0.36596652605213875,1.597722436815205,-59.7722436815205
npi_2020_2021,0,seasonal_naive,4,0.5938802033842226,0.9280772483506967,1.286884880812881,0.5610345364078976,0.470109410325662,0.4186324786324786,0.7666666666666667,0.8977777777777778,0.952149993772514,2.2569310304302723,4.585060716861325,303.0,3,3,0.42234029391929684,1.4061651515015157,-40.616515150151564
