model_A,model_B,comparison,country_filter,official_delay_weeks,horizon,block_weeks,mean_diff_A_minus_B,ci_low,ci_high,prob_A_better,n_pairs,denominator_WIS,WIS_reduction_pct,ci_low_reduction_pct,ci_high_reduction_pct,reduction_denominator
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,2,4,-0.11566784001022644,-0.13618163384381446,-0.08662037459140037,1.0,1104,0.3684708559694354,31.39131308116837,23.508066700012098,36.95859024875246,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,2,8,-0.11566784001022644,-0.14616277145543255,-0.08239475137985645,1.0,1104,0.3684708559694354,31.39131308116837,22.361266853270774,39.66738999503307,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,2,13,-0.11566784001022644,-0.1515015472344785,-0.07792705813477174,1.0,1104,0.3684708559694354,31.39131308116837,21.1487711639359,41.11629041485049,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,3,4,-0.08824740832660176,-0.13693890407110004,-0.055929714188680625,1.0,1104,0.4144156707639237,21.29441875687969,13.49604229144645,33.04385276229304,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,3,8,-0.08824740832660176,-0.1263200972894115,-0.07609294457587738,1.0,1104,0.4144156707639237,21.29441875687969,18.361502699839875,30.48149628525295,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,3,13,-0.08824740832660176,-0.13782722437517936,-0.05680535618517894,1.0,1104,0.4144156707639237,21.29441875687969,13.707337871771436,33.25820766408568,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,4,4,-0.08266097365683407,-0.10892530603126342,-0.042320600245492904,1.0,1104,0.46857137718737385,17.641063385691893,9.031836408686484,23.246256885150288,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,4,8,-0.08266097365683407,-0.14651257492026193,-0.030861716776040708,1.0,1104,0.46857137718737385,17.641063385691893,6.586342717152274,31.267931003321614,gb_expert
bioepi_safe_lstm_common_scale,gb_full_raw,SAFE-LSTM vs GB expert,all,0,4,13,-0.08266097365683407,-0.14709894101543983,-0.05709756915279548,1.0,1104,0.46857137718737385,17.641063385691893,12.185458167659933,31.393070122722715,gb_expert
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,1,4,-0.19907591570030364,-0.24965415802672403,-0.11442610931241387,1.0,62,0.5544664766524767,35.90404904227935,20.637155559565556,45.02601483393195,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,1,8,-0.19907591570030364,-0.3255445484888379,-0.19530261084215964,1.0,62,0.5544664766524767,35.90404904227935,35.223520098325004,58.71311651775111,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,1,13,-0.19907591570030364,-0.300351694035923,-0.13121989077669313,1.0,62,0.5544664766524767,35.90404904227935,23.665973742707965,54.16949566532128,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,2,4,-0.20064673063699429,-0.3210287764574633,-0.15532391536430437,1.0,62,0.5984392653005703,33.528336503156766,25.954833576351618,53.64433703998757,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,2,8,-0.20064673063699429,-0.28721248819461986,-0.15285803287529226,1.0,62,0.5984392653005703,33.528336503156766,25.542781321095006,47.99359013489286,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,2,13,-0.20064673063699429,-0.3243227191678473,-0.14399897534880257,1.0,62,0.5984392653005703,33.528336503156766,24.06242098376985,54.19475926349082,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,3,4,-0.15984892098897058,-0.19212846962063246,-0.09622174335134598,1.0,62,0.6034773752543765,26.487972464848646,15.944548594019254,31.83689687449291,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,3,8,-0.15984892098897058,-0.2406300417278468,-0.14462818507433559,1.0,62,0.6034773752543765,26.487972464848646,23.965800708497518,39.87391269248776,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,3,13,-0.15984892098897058,-0.2952042475900654,-0.10242789390967377,1.0,62,0.6034773752543765,26.487972464848646,16.972946809563258,48.91720215122092,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,4,4,-0.12115378127842577,-0.21319909651515714,-0.10161175934558034,1.0,62,0.6200369331588808,19.539768487852456,16.388017215023375,34.38490275554701,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,4,8,-0.12115378127842577,-0.18448271443231,-0.021973340918826537,1.0,62,0.6200369331588808,19.539768487852456,3.5438761376487227,29.75350411667129,no_digital_ridge
ridge_raw_cn_search,ridge_no_digital,CN search Ridge vs No-digital Ridge,CHN,2,4,13,-0.12115378127842577,-0.2302950263439113,-0.07243488310209695,1.0,62,0.6200369331588808,19.539768487852456,11.682349748597305,37.14214654450263,no_digital_ridge
