evaluation,delay,horizon,model_A,model_B,block_weeks,mean_diff_A_minus_B,ci_low,ci_high,prob_A_better,n_pairs
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,gb_full_raw,8,-0.1505783144264628,-0.2204432459493786,-0.0867651728856789,1.0,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,gb_full_raw,13,-0.1505783144264628,-0.2239635915253503,-0.0853590628497893,1.0,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,4,-0.0151452912374402,-0.0363093898788268,0.0008642902521642,0.97,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,-0.0151452912374402,-0.0389063084388411,0.0025949006664568,0.956,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,13,-0.0151452912374402,-0.0402768131820584,0.0026918816805919,0.9395,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,4,-0.0112825294008783,-0.0346305735567372,0.0096164637680452,0.837,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,8,-0.0112825294008783,-0.0359975899213867,0.0124882560393436,0.8015,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,13,-0.0112825294008783,-0.0362076323057737,0.013366246356452,0.7375,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,persistence,4,-0.041580918627175,-0.0654295133804794,-0.0181987854303445,0.9995,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,persistence,8,-0.041580918627175,-0.0675766012474955,-0.0166874568055506,0.9995,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,persistence,13,-0.041580918627175,-0.0672448371656212,-0.0130271980108838,0.9965,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,gb_full_raw,4,-0.0768113505743475,-0.1415828210587434,-0.0345390101342178,0.999,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,gb_full_raw,8,-0.0768113505743475,-0.1457646388482445,-0.0325733585853678,0.9995,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,gb_full_raw,13,-0.0768113505743475,-0.1428602643276519,-0.0384368190339821,0.9995,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,4,-0.0204056751435753,-0.0522707705344992,0.0051050086240135,0.936,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,-0.0204056751435753,-0.062486705034603,0.0105935945528762,0.9005,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,13,-0.0204056751435753,-0.0593533510998983,0.0131710990329861,0.8545,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,4,-0.0390466768423374,-0.0736912639104585,-0.0033947441089261,0.986,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,8,-0.0390466768423374,-0.0822298111331042,0.0043849601848752,0.957,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,13,-0.0390466768423374,-0.0781191828145786,0.0060907268630517,0.94,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,persistence,4,-0.0524891833997318,-0.092813568962012,-0.0157795484077977,0.997,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,persistence,8,-0.0524891833997318,-0.0989568288228177,-0.0122699243943831,0.9945,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,persistence,13,-0.0524891833997318,-0.0973325687312207,-0.0087078549354656,0.9905,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,gb_full_raw,4,-0.0462124310430108,-0.1157804789706114,0.005296743467047,0.9645,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,gb_full_raw,8,-0.0462124310430108,-0.1218837976298505,0.0052874776812395,0.967,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,gb_full_raw,13,-0.0462124310430108,-0.1217770587256128,-0.0058487806700656,0.984,303
