horizon,model_A,model_B,block_weeks,mean_diff_A_minus_B,ci_low,ci_high,prob_A_better,n_pairs,denominator_WIS,wis_reduction_pct,ci_low_reduction_pct,ci_high_reduction_pct,comparison
1,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,-0.0074501343235453,-0.0178363723446711,0.0009779091185497,0.886,62,0.3237866848284042,2.300939066562794,-0.30202264774042764,5.508679998414315,SAFE-LSTM
1,ridge_raw_cn_search,ridge_no_digital,8,-0.1990759157003036,-0.3389487166599556,-0.1161637983739579,1.0,62,0.5544664766524767,35.90404904227935,20.950553958696037,61.13060589457398,China local-search Ridge
2,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,-0.024130886903509,-0.0526957626736483,-0.0030801697150887,0.9865,62,0.390161953057665,6.184838555988701,0.7894592722200819,13.506125407840573,SAFE-LSTM
2,ridge_raw_cn_search,ridge_no_digital,8,-0.2006467306369942,-0.343572908759694,-0.1281832850577908,1.0,62,0.5984392653005703,33.52833650315675,21.419598026110442,57.4114916385261,China local-search Ridge
3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,0.0074947890413443,-0.0242147825478077,0.043581543363058,0.3395,62,0.4307784702107635,-1.7398244247623114,-10.116927000027465,5.621168238969865,SAFE-LSTM
3,ridge_raw_cn_search,ridge_no_digital,8,-0.1598489209889705,-0.2799320511508479,-0.092003205675019,1.0,62,0.6034773752543765,26.48797246484863,15.245510345145584,46.38650306199989,China local-search Ridge
4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,0.0047015563118057,-0.0200706793421895,0.0359420238199694,0.415,62,0.4942525175328048,-0.9512457994700343,-7.271996104214853,4.060814792077889,SAFE-LSTM
4,ridge_raw_cn_search,ridge_no_digital,8,-0.1211537812784257,-0.2405491393539366,-0.0437062551975666,0.999,62,0.6200369331588808,19.539768487852445,7.048976094842908,38.79593722400038,China local-search Ridge
