evaluation,delay,horizon,model_A,model_B,block_weeks,mean_diff_A_minus_B,ci_low,ci_high,prob_A_better,n_pairs
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,8,-0.009983449649151422,-0.028357343625366592,0.0019592777394628457,0.9235,303
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,13,-0.009983449649151422,-0.025056909652008495,0.0015500367137045558,0.907,303
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,persistence,4,-0.03719960265325358,-0.04652837794907349,-0.029261528952964654,1.0,303
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,persistence,8,-0.03719960265325358,-0.047933867442128644,-0.0295258045580642,1.0,303
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,persistence,13,-0.03719960265325358,-0.04762805776727475,-0.029437658813131803,1.0,303
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,gb_full_raw,4,-0.1815038452336594,-0.23466976536230788,-0.1439002172286501,1.0,303
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,gb_full_raw,8,-0.1815038452336594,-0.24081062022858585,-0.14101911489417346,1.0,303
rolling_window_cv,0,1,bioepi_safe_lstm_common_scale,gb_full_raw,13,-0.1815038452336594,-0.24749063212442493,-0.14458394894581406,1.0,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,4,-0.008899123702388444,-0.0287977615673381,0.008031094534998107,0.8435,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,-0.008899123702388444,-0.03274329727728709,0.010641144292470671,0.7795,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,13,-0.008899123702388444,-0.03551395343816534,0.012940354026582687,0.7095,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,4,-0.0151128513756452,-0.03287782627836902,0.0006779188084802555,0.965,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,8,-0.0151128513756452,-0.03773857579760788,0.004459616544306498,0.9275,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,13,-0.0151128513756452,-0.03815295832651411,0.006598244446340711,0.886,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,persistence,4,-0.04048049983376278,-0.0577329048645641,-0.02239945669973516,1.0,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,persistence,8,-0.04048049983376278,-0.06065633657592439,-0.019819051246832267,1.0,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,persistence,13,-0.04048049983376278,-0.06180946575805093,-0.0174354040583767,1.0,303
