evaluation,official_delay_weeks,model,horizon,country,region,n,WIS,MAE,RMSE,Pearson,Spearman,coverage_50,coverage_80,coverage_95,width_50,width_80,width_95
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,1,USA,hhs7,67.0,0.14617670938964153,0.22303567986172004,0.41660636574882254,0.9463995011349908,0.9725436986192036,0.4925373134328358,0.7014925373134329,0.8955223880597015,0.21968915692683474,0.4031014306130194,0.7975125393315927
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,1,USA,hhs8,67.0,0.10339248835040658,0.17510035005888383,0.3042553789041045,0.9605461189153817,0.9839173118365394,0.4626865671641791,0.7164179104477612,0.9253731343283582,0.22874021192929192,0.38753622609065536,0.7801168258176812
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,1,USA,hhs9,67.0,0.09660086176734468,0.16623788956370436,0.2730663899364327,0.9783776898741403,0.9887860164418552,0.5373134328358209,0.7910447761194029,0.9701492537313433,0.23668786548321322,0.4511953356995511,0.9265700353170511
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,CHN,northern_provinces,62.0,0.3029243573206426,0.5225963300201342,0.7859789151782871,0.8337840550100518,0.7248863017585032,0.4838709677419355,0.7419354838709677,0.8870967741935484,0.6070365750681489,1.3373224131702337,2.2741639937604634
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,CHN,southern_provinces,62.0,0.2741620615868225,0.49254516865074355,0.7142415934839028,0.8230192617915267,0.7575057901831113,0.5,0.8709677419354839,0.9193548387096774,0.6571310662439155,1.6902658300170499,2.258555136944756
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs1,67.0,0.40311666255158757,0.5662701902905329,1.0075870124169082,0.8607419155927525,0.9604118445207119,0.3582089552238806,0.5671641791044776,0.7313432835820896,0.3802946673985545,0.7002250901351825,1.1673071220072346
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs10,67.0,0.27030298532903374,0.4302294553438952,0.701447256170192,0.8967710158569896,0.964522308244872,0.40298507462686567,0.5970149253731343,0.8805970149253731,0.32316205814603965,0.6215010921961497,1.49268707426025
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs2,67.0,0.2551652012715914,0.38685680977916637,0.7061634530250631,0.8858796669828163,0.954266102641871,0.44776119402985076,0.6268656716417911,0.8805970149253731,0.393532170665401,0.6669825924830041,1.2158230613639107
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs3,67.0,0.18592257369787,0.32392959542741734,0.5161673388515874,0.9024069423548708,0.9604118445207119,0.4925373134328358,0.6417910447761194,0.8805970149253731,0.3929406388288533,0.6452286541030864,1.0763314147716134
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs4,67.0,0.20536024525556948,0.33758387405852697,0.5832955733239327,0.8856569359581309,0.9505946204804855,0.5373134328358209,0.6567164179104478,0.8507462686567164,0.39965927427138903,0.6895987124939852,1.159402198094263
